25:9,8,1,4,6,9,3,3,7,6,7,1,4,6,1,4,1,9,1,8,2,8,5,4,1,4,6,2,6,7
26:9,3,5,7,5,6,3,7,2,4,8,9,5,6,3,6,4,7,6,6,2,4,6,1,6,9,8,4,7,9
27:5,6,9,1,8,5,3,1,7,3,6,6,9,1,4,6,3,9,2,5,5,8,3,8,4,2,8,8,6,4
28:8,5,4,7,3,4,5,5,4,6,7,1,6,9,1,7,1,1,3,2,6,1,7,6,5,4,9,1,7,3
29:9,2,2,5,7,7,2,1,4,7,9,8,7,7,5,2,9,6,3,8,7,9,4,7,5,5,8,3,9,3
30:6,2,2,4,3,7,7,3,8,5,1,9,2,2,4,2,1,5,8,9,7,6,3,4,7,9,3,5,5,5
31:2,4,6,8,6,9,1,1,4,4,7,4,7,4,4,1,2,8,5,9,2,3,3,4,4,3,8,4,1,7
32:2,2,7,3,3,7,2,9,2,1,5,6,1,2,9,1,3,9,8,5,1,6,8,4,5,4,4,5,9,9
33:6,6,6,9,4,2,1,2,3,9,5,7,7,8,5,1,7,2,9,8,1,8,7,2,7,8,7,5,9,6
34:9,8,2,2,7,2,3,3,3,6,5,6,8,4,3,1,8,3,8,8,7,4,4,1,9,4,1,4,7,8
35:1,9,3,3,5,5,4,5,5,6,1,8,2,6,1,5,8,4,3,6,1,4,5,4,1,7,5,3,4,5
36:7,4,7,8,8,5,3,9,1,8,6,8,7,8,6,8,1,7,4,9,1,7,9,6,6,8,5,7,1,8
37:2,8,1,2,1,2,1,7,6,9,1,4,3,4,4,4,1,6,4,4,8,9,3,4,5,2,6,6,9,4
38:8,7,6,9,3,4,9,1,5,6,7,1,4,9,2,8,7,5,8,8,7,8,3,1,8,5,4,8,2,7
39:6,6,6,9,4,2,1,2,3,9,5,7,7,8,5,1,5,2,9,8,1,8,7,2,7,8,7,5,9,1
40:8,4,5,7,8,3,3,6,3,1,8,9,5,4,6,7,1,5,3,8,6,1,1,4,8,9,9,2,2,6
41:9,9,3,5,4,7,6,5,3,1,2,6,2,8,1,7,5,3,8,8,2,4,2,1,3,3,2,4,2,8
42:4,2,2,4,6,3,3,1,5,7,9,6,6,3,2,9,9,6,4,2,5,8,2,1,8,2,8,7,2,3
43:1,5,3,5,9,7,2,1,2,1,1,4,7,4,1,9,2,9,4,5,1,7,8,1,9,6,4,5,6,6
44:9,6,7,7,2,6,3,6,9,3,4,7,7,1,6,4,2,6,2,6,7,1,8,8,8,3,8,9,5,1
45:2,4,8,7,9,2,7,2,5,4,8,2,7,5,8,2,1,1,5,9,1,9,2,5,2,8,3,5,6,1
46:4,6,2,9,5,1,4,5,7,9,5,9,3,5,3,4,1,1,9,9,2,8,9,5,8,5,2,9,6,2
47:1,2,5,3,1,4,4,5,5,1,3,9,2,1,6,1,3,7,8,2,4,2,7,5,4,3,7,8,8,3
48:2,4,6,8,6,9,1,1,4,4,7,4,7,4,4,1,2,8,5,9,2,3,3,4,4,3,8,4,1,5
49:1,8,2,8,3,4,6,6,5,9,7,3,1,6,1,1,7,3,4,8,7,9,1,3,7,8,5,3,6,4
50:4,2,4,8,3,9,7,1,4,7,2,4,2,2,4,1,6,7,7,5,4,7,2,9,1,1,3,8,9,4
51:5,7,6,7,9,7,5,1,6,6,7,3,7,5,4,6,9,2,4,9,6,5,7,7,8,8,3,8,4,1
52:3,6,7,8,8,3,5,6,3,4,5,9,5,5,9,4,9,2,8,7,2,5,7,7,6,3,9,3,8,5
53:7,9,6,8,2,6,3,5,4,3,3,1,2,7,8,6,2,4,6,2,8,4,1,7,2,8,1,4,8,5
54:9,6,7,7,2,6,3,6,9,3,4,7,7,1,6,4,2,6,2,6,7,1,8,8,8,3,8,9,5,1
55:4,6,2,9,5,1,4,5,7,9,5,9,3,5,3,4,1,1,9,9,2,8,9,5,8,5,2,9,6,8
56:1,8,7,9,8,9,1,1,8,6,1,6,9,4,1,2,5,5,1,3,4,2,7,3,7,6,9,2,1,4
57:2,4,4,4,4,4,6,6,9,2,6,2,2,6,4,9,9,7,5,3,7,3,5,2,2,9,1,3,1,8
58:9,9,8,3,7,4,9,2,9,8,8,5,4,3,2,4,6,5,3,9,2,2,3,1,4,1,1,4,1,9
59:7,8,6,2,5,2,9,5,1,2,2,4,4,3,8,3,1,4,4,1,8,2,1,9,1,3,3,4,2,5
60:2,8,2,9,3,5,3,3,7,2,3,8,7,6,5,2,6,9,3,2,9,8,6,4,9,8,9,8,5,5
61:4,2,7,5,2,6,1,8,3,9,4,3,1,8,9,5,9,1,8,3,8,7,4,6,1,3,3,5,1,6
62:4,2,6,4,8,4,3,5,6,6,1,3,1,8,7,8,7,4,4,3,2,6,8,7,4,5,1,7,8,5
63:6,2,5,3,2,1,4,8,2,2,9,4,7,5,5,6,2,6,5,3,6,8,6,5,5,3,1,4,3,1
64:8,1,6,4,1,1,1,8,7,7,6,6,1,2,7,4,2,8,9,1,5,1,8,9,3,2,8,2,5,7
65:6,8,8,8,4,4,9,9,6,6,6,1,8,1,2,6,3,2,6,1,2,1,2,4,3,5,3,8,2,5
66:6,6,9,7,8,2,5,8,9,3,6,1,4,9,8,1,7,4,8,7,1,8,9,4,9,4,2,4,6,4
67:1,7,3,4,4,7,3,9,4,2,6,1,6,7,6,4,1,2,5,3,3,6,5,6,1,7,2,2,8,4
68:9,3,1,7,3,4,2,8,6,6,6,5,3,7,8,3,2,4,3,6,5,4,5,9,3,3,6,9,7,1
69:4,2,6,4,8,4,3,5,6,8,1,3,1,8,7,8,7,4,4,3,2,6,8,7,4,5,1,7,8,5
70:6,9,6,2,3,7,9,8,3,3,4,7,5,4,9,8,4,3,3,5,2,5,8,4,1,2,2,9,8,5
71:3,7,4,6,1,2,9,5,6,9,6,9,2,5,8,9,8,6,2,3,4,2,1,8,7,9,1,4,7,2
72:6,6,7,3,6,3,3,3,4,7,8,5,2,7,7,8,5,6,7,5,2,7,8,8,4,1,8,6,1,4
73:6,4,7,7,9,8,2,2,9,4,1,3,1,3,2,6,8,5,3,8,7,2,3,3,7,3,8,5,7,4
74:7,4,3,4,2,3,5,9,1,4,1,1,1,1,6,2,2,3,4,2,1,5,7,4,2,9,4,1,8,6
75:3,6,7,8,8,3,5,6,3,4,5,9,5,5,9,4,9,2,8,7,2,5,7,7,6,3,9,3,8,8
76:3,7,2,6,7,7,3,4,3,8,2,1,5,9,4,7,5,5,8,8,1,7,3,3,4,9,9,2,2,9
77:3,5,5,5,7,9,3,9,2,2,7,8,2,3,2,5,7,3,2,2,6,2,6,6,5,3,2,5,9,1
78:9,9,9,4,6,2,4,2,1,6,2,2,5,6,1,8,6,2,7,2,2,2,1,2,4,1,9,3,9,1
79:4,3,8,8,3,8,7,5,6,2,1,7,3,2,1,1,5,4,3,8,4,6,5,4,1,5,5,9,1,5
80:3,7,7,1,2,2,4,8,9,3,1,9,7,6,1,6,7,9,7,2,3,1,5,5,4,4,6,9,8,1
81:3,8,7,1,7,8,3,2,7,5,5,3,5,3,9,8,7,3,2,1,7,2,3,7,6,6,6,5,9,7
82:7,2,3,3,7,5,1,4,4,7,2,1,9,6,4,3,7,7,3,2,5,9,3,9,1,8,2,4,3,7
83:4,6,3,5,6,5,3,4,1,4,7,7,1,1,1,1,3,1,9,9,8,6,4,3,9,4,3,8,6,8
84:2,4,1,4,8,1,5,8,1,5,4,6,4,9,2,9,4,2,1,9,4,5,7,7,4,4,7,3,4,8
85:4,5,9,4,2,7,9,3,8,2,3,5,9,8,9,4,5,2,6,9,4,4,5,9,7,5,8,3,3,1
86:7,1,1,4,3,7,1,7,5,7,9,9,3,3,2,1,2,3,2,6,8,6,6,5,3,8,5,3,3,8
87:5,2,2,9,4,6,1,2,2,9,3,6,9,4,6,2,6,8,5,7,5,8,7,8,4,8,9,4,1,2
88:7,9,3,4,6,6,7,4,7,7,3,6,6,1,1,7,5,4,9,2,6,7,5,1,9,3,6,4,3,1
89:8,5,1,8,2,7,4,7,3,5,1,5,3,3,3,6,7,5,1,3,7,2,3,5,8,3,1,7,5,2
90:7,2,2,1,9,7,1,4,5,3,4,1,7,8,2,7,6,2,4,9,8,7,5,8,1,3,3,1,3,4
91:5,8,3,2,4,4,9,9,7,1,2,4,8,3,6,2,5,7,9,1,2,6,3,7,8,1,9,7,1,9
92:3,6,7,8,8,3,5,6,3,4,5,9,5,5,9,4,9,2,8,7,2,5,7,6,6,3,9,3,8,5
93:9,6,7,7,2,6,3,6,9,3,4,7,7,6,6,4,2,6,2,6,7,1,8,8,8,3,8,9,5,1
94:9,7,4,5,7,5,8,7,5,5,2,8,3,6,7,9,7,4,6,8,9,1,9,7,2,5,4,7,1,7
95:3,2,3,9,2,2,5,1,5,2,3,2,4,9,4,3,9,5,4,2,6,4,1,9,1,9,9,2,1,2
96:3,2,7,3,7,3,3,7,3,9,1,7,8,8,7,8,1,2,7,8,7,2,3,4,2,5,1,3,8,8
97:2,9,4,4,9,5,5,1,5,5,4,7,3,1,9,2,3,2,5,2,1,7,2,1,1,4,6,4,3,2
98:8,4,7,6,7,6,5,6,1,1,7,8,7,7,8,9,3,7,9,3,6,9,7,5,9,7,1,5,4,8
99:9,7,5,5,5,7,9,2,1,6,2,2,7,6,9,7,1,4,6,5,8,3,5,9,9,3,4,1,4,1
100:2,7,5,7,3,5,7,5,3,6,5,2,3,3,6,9,8,8,2,6,3,9,9,8,9,5,2,9,3,2
101:4,1,4,5,8,8,9,6,5,7,8,5,9,9,5,7,3,7,9,1,2,5,3,2,1,6,2,6,3,6
102:4,6,2,2,5,9,9,5,1,5,5,9,6,1,7,7,8,2,1,4,9,3,3,7,5,2,1,9,9,8
103:2,4,6,8,6,9,1,1,4,4,7,4,7,4,4,1,2,8,5,9,2,3,2,4,4,3,8,4,1,7
104:9,1,2,5,7,4,9,3,3,4,1,6,4,7,3,9,6,9,7,4,8,7,9,5,8,7,5,8,2,7
105:3,7,8,6,7,7,9,1,3,2,3,7,8,2,9,5,3,8,2,8,3,4,3,8,3,3,5,2,2,3
106:7,7,3,8,2,9,1,1,9,5,9,8,8,7,9,9,2,6,3,7,2,3,4,4,1,2,4,9,3,1
107:8,1,8,1,7,9,5,4,9,8,5,3,7,3,5,9,6,7,4,7,3,6,7,7,6,9,4,1,5,6
108:8,4,5,7,8,3,3,6,3,1,8,9,5,4,6,7,1,5,3,8,6,1,1,4,8,9,9,2,2,6
109:6,4,7,4,9,9,9,9,7,1,2,6,7,8,7,2,5,9,4,4,8,9,6,9,5,2,9,9,1,2
110:1,8,8,7,4,8,7,2,4,7,9,4,2,9,8,5,9,8,8,3,5,8,9,1,3,4,3,2,8,4
111:3,9,9,7,6,3,8,3,5,7,4,7,9,4,7,5,5,4,9,6,9,8,6,4,4,2,8,9,1,8
112:4,2,9,2,9,5,5,5,1,6,7,1,1,9,4,6,6,3,9,9,7,5,9,9,2,8,6,3,4,6
113:4,5,8,7,5,3,1,8,8,8,1,6,9,3,1,9,6,7,5,6,2,7,1,1,5,2,3,7,7,1
114:4,2,9,2,9,5,5,5,1,6,7,1,1,9,4,6,6,3,9,9,7,5,9,9,2,8,6,3,4,6
115:3,5,4,8,9,2,5,7,9,3,4,5,4,4,2,5,4,9,1,1,9,8,9,8,7,2,6,2,5,1
116:4,1,7,3,3,8,7,7,3,7,9,7,3,3,9,9,9,6,2,3,6,1,9,9,8,1,7,8,3,1
117:2,8,7,8,3,1,1,4,1,3,6,3,3,2,9,6,8,9,7,3,5,3,3,2,7,9,6,6,5,4
118:9,3,5,7,5,6,3,7,2,4,8,9,5,6,3,6,4,7,6,6,2,4,6,1,6,9,5,4,7,9
119:5,5,1,8,2,7,4,7,3,5,1,5,3,3,3,6,7,5,1,3,7,2,3,5,8,3,1,7,5,2
120:2,2,7,3,3,7,2,9,2,1,5,6,1,2,9,1,3,9,8,5,1,6,8,4,5,4,4,5,9,5
121:9,4,1,7,8,9,4,9,8,9,7,3,1,8,4,6,4,6,6,5,8,3,6,4,2,2,5,4,3,7
122:4,2,4,8,3,9,7,1,4,4,2,4,2,2,4,1,6,7,7,5,4,7,2,9,1,1,3,8,9,2
123:4,5,2,3,6,4,6,3,9,3,7,9,2,8,3,8,6,2,4,1,6,3,3,6,5,3,4,7,3,4
124:3,9,1,1,2,4,5,8,3,9,8,2,7,4,1,2,8,9,8,3,1,9,4,2,9,4,7,1,2,8
125:8,9,9,4,1,5,6,3,6,2,6,2,1,6,3,7,8,3,9,1,4,2,9,3,3,7,2,1,2,5
126:1,6,7,5,3,8,4,5,1,2,2,7,8,9,2,6,6,9,6,8,8,1,8,1,6,9,4,6,5,5
127:9,3,7,5,9,8,1,9,5,1,1,7,7,7,6,7,3,6,1,7,4,6,6,8,2,4,2,5,4,1
128:2,3,1,1,4,5,9,2,7,5,7,9,2,8,6,4,3,4,7,1,9,1,5,1,6,4,1,3,2,4
129:7,4,3,4,2,3,5,9,1,4,1,1,1,1,6,2,2,3,4,2,1,5,7,4,2,8,4,1,8,6
130:5,5,5,6,9,9,6,6,1,9,8,5,5,2,5,4,8,5,6,7,5,3,7,7,8,5,5,5,4,6
131:9,6,5,6,1,6,9,3,5,6,9,7,4,5,1,4,2,9,6,3,8,8,4,4,8,6,3,4,5,4
132:3,3,6,2,9,6,1,5,7,7,7,7,6,7,9,2,9,3,6,7,3,3,2,4,2,3,2,1,7,3
133:6,3,8,1,1,8,2,9,2,9,5,8,1,9,8,7,8,8,9,4,2,2,5,2,1,8,5,4,2,1
134:3,7,2,6,8,7,3,4,3,8,2,1,5,9,4,7,5,5,8,8,1,7,3,3,4,9,9,2,2,9
135:6,6,9,7,8,2,5,8,9,3,6,1,4,9,8,1,9,4,8,7,1,8,9,4,9,4,2,4,6,8
136:7,3,4,5,3,5,7,4,3,9,9,6,3,4,3,9,5,3,8,9,5,8,9,7,6,3,8,8,7,6
137:8,5,7,8,3,4,2,2,4,4,9,7,3,7,7,2,7,6,6,9,6,5,1,2,1,8,5,3,8,7
138:3,5,4,8,9,2,6,7,9,3,4,5,4,4,2,5,4,9,1,1,9,8,9,8,7,2,6,2,5,1
139:2,5,1,3,6,2,9,8,1,6,8,4,4,7,9,3,6,1,5,8,9,4,1,2,1,1,4,1,2,9
140:5,9,7,1,1,2,2,3,3,5,9,8,9,6,9,7,2,1,7,7,3,9,1,2,2,8,8,3,4,2
141:6,8,6,7,3,1,4,7,3,9,2,2,6,5,5,4,1,9,6,8,6,4,7,2,2,6,8,7,2,1
142:4,2,7,5,2,6,1,8,3,9,4,3,1,8,9,5,9,1,8,3,8,7,4,6,1,3,3,5,1,6
143:9,2,1,8,1,1,2,7,4,8,8,4,3,8,3,3,5,1,2,5,8,5,8,8,9,3,8,5,7,2
144:1,2,4,1,9,9,6,2,8,4,2,3,9,5,7,2,8,3,2,5,6,6,2,3,5,9,1,5,5,1
145:6,4,8,8,8,9,6,8,6,5,5,2,5,2,8,5,3,2,2,2,7,5,1,2,4,2,5,1,7,4
146:3,9,3,4,5,5,7,7,6,8,6,6,2,3,8,1,6,7,6,8,2,9,2,3,4,3,6,9,2,3
147:6,1,9,1,7,7,3,3,9,4,3,1,2,9,4,2,2,9,1,7,9,4,6,3,5,9,4,2,2,2
148:5,6,1,2,5,4,4,3,5,9,3,8,5,3,4,4,6,5,9,6,7,1,2,1,6,1,7,8,3,3
149:3,1,6,1,5,7,5,6,6,6,3,9,8,9,6,4,6,4,1,9,6,7,9,7,7,9,5,4,3,3
150:5,9,5,3,1,5,2,1,8,5,5,2,1,5,9,3,6,8,9,4,7,9,3,7,2,2,2,2,4,3
151:5,6,8,1,3,4,8,3,4,2,8,7,5,7,6,6,6,6,8,3,4,9,6,7,9,8,9,3,2,7
152:3,8,7,1,7,8,3,2,7,5,5,3,5,3,9,8,7,3,2,1,7,2,3,7,6,6,6,5,9,3
153:3,2,2,5,5,8,8,3,4,6,1,3,4,6,3,8,5,2,7,7,4,8,6,4,4,2,3,8,7,5
154:8,2,4,9,8,7,7,2,6,9,3,8,8,4,2,9,9,2,3,5,6,4,1,5,9,1,4,7,3,5
155:5,8,2,3,9,8,9,9,2,8,9,1,6,1,3,1,5,9,9,7,7,9,1,3,1,4,7,1,4,1
156:3,4,6,4,4,6,7,6,7,4,2,9,6,9,2,1,2,5,8,9,2,1,6,4,7,4,5,7,6,5
157:3,1,6,2,9,9,3,8,2,2,7,8,2,5,7,8,6,8,2,9,5,8,7,1,6,2,3,3,2,7
158:3,2,3,2,8,5,7,7,1,9,6,4,1,8,5,8,3,5,3,1,5,1,5,4,1,1,9,1,2,1
159:1,5,7,7,6,7,9,2,3,7,5,7,4,6,8,5,8,1,5,4,6,4,5,4,3,6,9,8,7,5
160:4,1,3,1,9,4,9,8,2,8,3,4,1,2,2,4,1,4,5,4,7,9,1,6,2,2,1,6,1,8
161:7,3,4,5,3,5,7,4,3,9,9,6,3,4,3,9,5,1,8,9,5,8,9,7,6,3,8,8,7,6
162:6,5,1,6,5,9,7,7,2,4,5,3,6,9,3,3,4,8,6,6,7,3,1,1,2,4,1,3,6,3
163:3,2,1,5,7,6,6,8,3,2,4,4,4,3,4,9,4,7,6,2,8,5,6,3,1,6,9,9,1,5
164:4,5,2,3,6,4,6,3,9,3,3,9,2,8,3,8,6,2,4,1,6,3,3,6,5,3,4,7,3,4
165:5,6,9,1,9,4,6,2,8,5,6,5,1,2,4,3,2,3,2,3,7,4,2,9,2,8,4,8,2,7
166:5,4,1,5,2,9,3,8,3,1,5,5,2,2,9,6,1,7,7,3,3,1,1,9,2,1,6,4,9,6
167:6,4,7,4,9,9,9,9,7,1,2,6,7,8,7,2,5,9,4,4,3,9,6,9,5,2,9,9,1,2
168:3,2,7,3,7,3,3,7,3,9,1,7,8,8,7,8,1,4,7,8,7,2,3,4,2,5,1,3,8,2
169:5,3,1,3,6,5,5,7,8,2,8,1,8,6,8,7,6,4,9,6,6,8,4,2,7,9,7,6,7,5
170:3,2,1,5,7,6,6,8,3,2,4,4,4,3,4,9,4,7,6,2,8,5,6,3,1,6,9,9,1,4
171:1,3,5,9,5,2,3,8,1,9,3,7,3,6,8,6,8,4,6,2,5,7,8,6,5,1,4,6,3,8
172:1,6,7,5,3,8,4,5,1,2,2,7,8,9,2,6,6,9,6,8,8,1,8,1,6,9,4,6,5,8
173:7,9,3,4,6,6,7,4,7,7,3,6,8,1,1,7,5,4,9,2,6,7,5,1,9,3,6,4,3,6
174:6,2,9,8,4,1,1,3,8,3,1,5,2,8,3,3,2,4,9,2,8,7,5,9,1,2,2,7,9,4
175:5,7,9,3,3,2,6,5,6,4,6,2,3,4,6,3,9,5,1,2,2,3,4,5,7,2,2,9,1,9
176:3,2,8,8,5,8,9,3,2,7,6,9,6,9,8,5,3,1,9,1,1,3,7,6,7,3,2,8,5,7
177:4,9,7,5,9,3,4,5,9,8,3,2,2,9,5,1,8,1,1,3,4,4,3,8,6,5,2,4,7,9
178:3,5,4,8,9,2,6,7,9,3,4,5,4,4,2,5,4,9,1,1,9,8,9,8,7,2,6,2,5,4
179:2,8,7,8,3,1,1,4,1,3,6,3,5,2,9,6,8,9,7,3,5,3,3,2,7,9,6,6,5,4
180:4,7,7,3,6,4,4,7,9,7,2,7,4,2,1,9,2,1,4,8,4,7,6,3,9,4,6,3,2,2
181:1,8,4,4,4,5,1,7,6,4,3,6,5,7,6,9,6,4,2,4,2,8,1,4,2,2,1,2,3,1
182:6,6,9,7,8,2,5,8,9,3,6,1,4,9,8,1,7,4,8,7,1,8,9,4,9,4,2,4,6,8
183:2,8,1,2,1,2,1,7,6,9,1,4,3,4,4,4,1,6,4,4,8,9,3,4,5,2,6,6,9,6
184:4,5,8,7,5,3,1,8,8,8,1,6,9,3,1,9,6,7,5,1,2,7,1,1,5,2,3,7,7,1
185:6,3,3,8,8,3,2,6,7,9,7,3,4,4,1,4,9,9,8,4,9,3,7,2,4,9,9,4,8,3
186:7,2,1,6,2,8,6,4,3,4,6,7,7,2,4,9,3,9,8,1,9,4,9,9,3,2,2,8,6,6
187:3,3,2,5,8,2,9,2,5,5,1,4,3,2,2,3,7,9,6,5,2,8,5,1,9,4,9,8,6,7
188:9,4,1,2,1,9,3,4,5,8,4,2,9,4,4,2,3,4,8,8,6,9,5,1,7,5,5,8,6,7
189:3,1,8,8,1,3,7,8,8,8,4,5,8,2,5,5,2,9,8,5,8,4,1,9,1,9,6,1,1,1
190:4,4,5,7,5,7,9,5,1,7,8,7,4,6,3,9,9,8,3,4,4,3,8,4,6,5,4,3,3,1
191:9,9,7,8,9,9,2,1,7,6,6,8,2,6,7,6,3,4,5,5,5,2,5,3,9,3,4,8,3,3
192:1,9,8,1,5,8,1,7,9,5,6,6,8,9,9,7,4,2,8,5,8,6,2,8,2,4,6,9,3,5
193:6,8,8,9,4,3,5,9,8,2,6,3,8,1,1,2,5,2,6,5,1,1,3,4,4,1,4,6,7,8
194:3,3,6,2,9,6,1,5,7,7,7,7,6,7,9,2,9,3,6,7,3,3,2,4,2,3,2,1,7,4
195:3,3,5,9,6,6,1,8,3,5,9,7,4,6,9,9,4,6,5,8,9,6,8,5,1,9,2,2,6,3
196:7,5,5,8,8,2,7,2,6,1,4,4,1,5,4,3,9,4,4,8,3,8,2,7,6,7,2,5,5,8
197:9,5,5,6,8,3,2,8,8,4,6,3,6,6,3,7,5,5,4,2,1,4,5,4,9,3,8,7,1,6
198:7,9,5,6,5,3,8,4,3,8,2,1,2,1,8,2,8,2,7,4,6,5,7,4,7,6,8,4,2,5
199:5,7,1,2,5,1,3,2,3,5,3,8,7,3,9,2,8,3,1,2,5,3,5,6,8,9,4,4,5,6
200:8,9,9,3,7,6,7,5,6,7,9,4,1,6,5,6,8,6,3,9,4,5,5,9,4,3,2,4,4,2
201:9,2,6,8,7,7,7,4,4,6,9,8,9,3,9,9,8,4,5,1,9,7,2,7,3,2,1,9,8,2
202:7,3,5,6,1,3,4,4,5,3,2,1,8,3,1,2,3,8,3,8,8,7,9,1,3,5,6,2,5,6
203:2,2,8,7,1,2,7,2,5,1,6,3,6,3,7,5,5,5,7,9,1,1,9,4,7,4,6,4,7,2
204:1,5,8,1,1,8,2,7,8,8,6,5,6,3,2,2,1,3,6,4,5,5,8,7,3,8,7,5,6,7
205:6,6,9,7,6,9,4,9,4,1,3,3,3,1,4,4,4,6,5,1,2,5,5,8,8,1,6,7,9,3
206:9,7,5,5,5,7,9,2,1,6,2,2,7,6,9,7,1,4,6,5,8,3,5,9,9,3,4,1,4,4
207:4,9,6,6,4,9,1,6,2,3,5,6,5,4,1,6,1,3,9,5,8,9,3,4,5,2,4,8,2,3
208:6,2,7,8,3,7,5,9,7,4,1,1,6,9,8,7,5,4,6,1,5,4,1,1,2,2,6,5,4,8
209:3,3,6,2,9,6,9,5,7,7,7,7,6,7,9,2,9,3,6,7,3,3,2,4,2,3,2,1,7,4
210:8,9,3,9,4,3,3,1,2,6,5,1,2,4,8,9,8,8,4,7,9,1,4,9,1,6,5,9,4,9
211:3,5,5,4,2,1,7,6,9,9,5,2,5,3,1,1,9,1,4,3,2,8,2,4,5,2,3,4,4,9
212:4,7,7,3,6,4,4,7,9,7,2,7,4,2,1,9,2,1,4,8,4,7,6,3,9,4,6,3,2,1
213:7,3,7,9,2,2,5,8,4,3,6,8,7,2,8,9,6,5,3,1,9,5,5,1,8,8,4,3,8,4
214:9,7,5,5,5,7,9,2,1,6,2,2,7,6,9,7,1,4,6,5,8,3,5,9,9,3,4,1,4,1
215:7,8,6,2,5,2,9,5,1,2,2,4,4,3,8,3,1,4,4,1,8,2,1,9,1,3,3,4,2,3
216:5,2,2,9,4,6,1,2,2,9,3,6,9,4,4,2,6,8,5,7,5,8,7,8,4,8,9,4,1,2
217:5,6,2,4,2,8,7,7,9,8,2,7,6,5,9,1,9,5,1,6,2,8,1,9,8,7,6,6,1,7
218:7,6,7,5,2,8,9,8,1,9,7,6,9,1,2,9,4,9,2,2,2,6,4,8,3,8,1,4,2,2
219:5,6,1,5,3,9,2,6,1,3,2,4,5,4,8,6,8,3,1,4,9,8,9,1,4,3,9,6,1,8
220:9,1,2,5,7,4,9,3,3,4,1,8,4,7,3,9,6,9,7,4,8,7,9,5,8,7,5,8,2,7
221:9,3,3,6,7,4,3,6,1,5,9,3,4,8,5,2,6,5,3,7,5,8,9,3,2,8,6,3,1,5
222:1,6,6,3,6,9,6,3,3,2,9,9,5,3,1,1,2,6,1,2,5,1,1,8,9,3,4,1,1,2
223:2,6,3,6,5,4,5,8,7,8,6,3,7,7,6,7,9,6,2,3,2,3,4,5,1,4,7,3,7,1
224:6,8,8,9,4,3,5,9,8,2,6,3,8,1,1,2,5,2,6,5,1,1,3,4,4,1,4,6,7,8
225:4,8,4,5,7,6,8,9,3,3,5,5,2,9,6,1,8,3,7,9,4,6,2,5,5,2,3,4,2,8
